"Market","Forecast","Timestamp"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-24T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-25T10:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-26T00:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-26T14:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-27T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-27T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-28T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-28T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-29T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-30T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-30T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-01T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-01T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-02T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-02T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-03T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-04T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-04T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-05T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-05T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-06T10:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-07T00:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-07T14:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-08T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-08T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-07-09T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-07-09T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-10T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-10T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-11T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-11T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-12T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-13T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-13T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-14T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-14T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-15T10:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-16T00:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-16T14:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-17T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-17T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-18T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-18T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-19T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-20T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-20T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-21T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-21T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-07-22T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-07-22T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.95%","2024-07-23T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.95%","2024-07-23T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.95%","2024-07-24T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.95%","2024-07-24T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.95%","2024-07-25T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.95%","2024-07-26T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.95%","2024-07-26T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-07-27T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-07-27T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-07-28T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-07-28T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-07-29T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-07-30T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-07-30T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-07-31T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-07-31T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-08-01T10:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-08-02T00:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-08-02T14:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-08-03T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-08-03T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-08-04T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-08-04T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-08-05T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-08-05T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-06T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-06T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-07T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-07T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-08T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-09T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-09T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-10T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-10T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-11T10:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-12T00:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-08-12T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-08-12T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-13T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-13T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-14T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-14T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.97%","2024-08-15T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.97%","2024-08-15T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-08-16T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-08-16T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.32%","2024-08-17T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.32%","2024-08-17T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-18T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-18T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-19T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-19T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-20T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-21T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-21T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-22T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-22T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-23T10:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-24T00:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-24T14:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-25T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-25T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-26T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-26T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-27T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-28T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-08-28T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.92%","2024-08-29T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.92%","2024-08-29T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.92%","2024-08-30T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.92%","2024-08-30T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-08-31T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-08-31T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-09-01T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-09-01T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.70%","2024-09-02T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.70%","2024-09-02T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-09-03T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-09-03T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-09-04T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-09-04T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-09-05T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-09-06T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-09-06T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-09-07T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-09-07T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-09-08T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-09-08T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-09-09T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-09-10T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.02%","2024-09-10T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.02%","2024-09-10T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.02%","2024-09-11T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.02%","2024-09-11T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.02%","2024-09-12T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.02%","2024-09-13T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.44%","2024-09-13T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.44%","2024-09-13T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.44%","2024-09-14T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.44%","2024-09-14T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.44%","2024-09-15T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.44%","2024-09-16T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.44%","2024-09-16T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-09-17T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-09-17T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-09-18T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-09-18T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.90%","2024-09-19T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.90%","2024-09-19T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.90%","2024-09-20T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.90%","2024-09-20T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.90%","2024-09-21T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.90%","2024-09-22T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.90%","2024-09-22T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.90%","2024-09-23T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.90%","2024-09-23T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-09-24T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-09-24T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-09-25T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-09-25T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-09-26T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-09-26T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-09-27T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-09-27T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-09-28T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-09-29T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-09-29T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.64%","2024-09-30T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.64%","2024-09-30T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.64%","2024-10-01T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.64%","2024-10-01T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-02T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-02T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.73%","2024-10-03T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.73%","2024-10-03T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.73%","2024-10-04T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.73%","2024-10-04T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.73%","2024-10-05T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.73%","2024-10-06T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-06T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-06T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-07T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-07T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-08T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-08T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-09T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-09T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-10T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-11T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-10-11T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-10-11T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-10-12T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-10-12T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-10-13T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.00%","2024-10-13T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.52%","2024-10-14T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.52%","2024-10-14T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.52%","2024-10-15T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.52%","2024-10-15T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-10-16T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-10-16T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-17T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-17T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-18T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-18T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-19T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-20T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-10-20T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.97%","2024-10-21T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.97%","2024-10-21T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.20%","2024-10-22T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.20%","2024-10-22T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.20%","2024-10-23T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.20%","2024-10-23T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.27%","2024-10-24T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.27%","2024-10-24T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.10%","2024-10-25T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.10%","2024-10-25T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-10-26T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-10-26T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-10-27T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-10-27T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-10-28T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-10-29T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-10-29T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-10-30T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-10-30T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-10-31T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-10-31T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-01T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-01T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.58%","2024-11-02T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","3.58%","2024-11-02T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-03T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-03T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-04T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-04T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-05T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-06T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-11-06T05:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","2.00%","2024-11-06T19:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-07T05:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-07T19:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-08T09:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-08T23:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-09T13:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-10T03:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-10T17:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-11T07:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-11T21:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-12T11:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-13T01:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-13T15:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-14T05:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-14T19:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-15T09:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-15T23:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-16T13:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-17T03:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-17T17:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-18T07:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-18T21:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-19T11:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-20T01:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-20T15:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-21T05:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","1.10%","2024-11-21T19:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.70%","2024-11-22T05:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.70%","2024-11-22T19:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.70%","2024-11-23T09:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.70%","2024-11-23T23:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-24T05:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-24T19:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-25T09:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-25T23:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","4.00%","2024-11-28T12:23:02.976Z"